,holding
2003-06-30,"[('ABMD', 5.050000190734863, 0), ('ABMD', 5.050000190734863, 0), ('AES', 7.139999866485596, 0), ('AKAM', 4.710000038146973, 0), ('ALGN', 13.800000190734863, 0), ('AMT', 9.539999961853027, 0), ('BIO', 59.20000076293945, 0), ('BKNG', 25.489999771118164, 0), ('CCI', 9.100000381469727, 0), ('CMI', 9.350000381469727, 0), ('CMI', 9.350000381469727, 0), ('COF', 49.25, 0), ('COF', 49.25, 0), ('COF', 49.25, 0), ('CTXS', 17.590381622314453, 0), ('GLW', 7.670000076293945, 0), ('GLW', 7.670000076293945, 0), ('KMX', 15.229999542236328, 0), ('NVDA', 1.9591670036315918, 0), ('NVR', 423.0, 0), ('NVR', 423.0, 0), ('PWR', 7.039999961853027, 0), ('SBAC', 3.200000047683716, 0), ('TRMB', 3.9766669273376465, 0), ('VRSN', 14.300000190734863, 0), ('WMB', 6.195519924163818, 0)]"
2003-07-07,"[('ABMD', 5.400000095367432, 0), ('ABMD', 5.400000095367432, 0), ('AES', 7.050000190734863, 0), ('AKAM', 5.269999980926514, 0), ('ALGN', 13.380000114440918, 0), ('AMT', 9.550000190734863, 0), ('BIO', 57.79999923706055, 0), ('BKNG', 24.600000381469727, 0), ('CCI', 9.789999961853027, 0), ('CMI', 9.430000305175781, 0), ('CMI', 9.430000305175781, 0), ('COF', 51.75, 0), ('COF', 51.75, 0), ('CTXS', 19.071508407592773, 0), ('GLW', 8.5, 0), ('GLW', 8.5, 0), ('HUM', 16.829999923706055, 0), ('KMX', 17.225000381469727, 0), ('NVDA', 2.0358328819274902, 0), ('NVR', 434.989990234375, 0), ('NVR', 434.989990234375, 0), ('PWR', 7.739999771118164, 0), ('SBAC', 3.549999952316284, 0), ('TRMB', 4.438333034515381, 0), ('VRSN', 14.369999885559082, 0), ('WMB', 6.35040807723999, 0)]"
2003-07-14,"[('ABMD', 5.5, 0), ('ABMD', 5.5, 0), ('AES', 6.900000095367432, 0), ('AKAM', 5.159999847412109, 0), ('ALGN', 11.350000381469727, 0), ('AMT', 9.180000305175781, 0), ('BIO', 61.0, 0), ('BKNG', 24.459999084472656, 0), ('CCI', 9.75, 0), ('CMI', 9.637499809265137, 0), ('CMI', 9.637499809265137, 0), ('COF', 48.959999084472656, 0), ('COF', 48.959999084472656, 0), ('COF', 48.959999084472656, 0), ('CTXS', 17.646121978759766, 0), ('GILD', 8.3149995803833, 0), ('GLW', 7.639999866485596, 0), ('GLW', 7.639999866485596, 0), ('HUM', 15.710000038146973, 0), ('HUM', 15.710000038146973, 0), ('KMX', 17.5, 0), ('NVDA', 1.7716670036315918, 0), ('NVR', 412.5, 0), ('NVR', 412.5, 0), ('PWR', 7.300000190734863, 0), ('SBAC', 3.369999885559082, 0), ('STX', 20.030000686645508, 0), ('TRMB', 4.179999828338623, 0), ('VRSN', 13.5, 0), ('WMB', 5.575967788696289, 0)]"
2003-07-21,"[('ABMD', 5.579999923706055, 0), ('ABMD', 5.579999923706055, 0), ('AES', 6.849999904632568, 0), ('AKAM', 4.989999771118164, 0), ('ALGN', 13.829999923706055, 0), ('AMT', 9.649999618530273, 0), ('BIO', 62.099998474121094, 0), ('BKNG', 31.850000381469727, 0), ('CCI', 9.920000076293945, 0), ('CMI', 11.289999961853027, 0), ('CMI', 11.289999961853027, 0), ('COF', 49.810001373291016, 0), ('COF', 49.810001373291016, 0), ('COF', 49.810001373291016, 0), ('CTXS', 15.360726356506348, 0), ('GILD', 8.524999618530273, 0), ('GLW', 8.119999885559082, 0), ('GLW', 8.119999885559082, 0), ('HUM', 16.829999923706055, 0), ('HUM', 16.829999923706055, 0), ('KMX', 18.25, 0), ('NVDA', 1.7549999952316284, 0), ('NVR', 408.0199890136719, 0), ('NVR', 408.0199890136719, 0), ('PWR', 7.159999847412109, 0), ('SBAC', 3.619999885559082, 0), ('STX', 18.889999389648438, -1), ('TRMB', 4.090000152587891, 0), ('VRSN', 12.460000038146973, 0), ('WMB', 5.665639877319336, 0)]"
2003-07-28,"[('ABMD', 5.28000020980835, 0), ('ABMD', 5.28000020980835, 0), ('AES', 6.079999923706055, 0), ('AKAM', 3.9700000286102295, 0), ('ALGN', 12.460000038146973, 0), ('AMT', 9.25, 0), ('BIO', 55.52000045776367, -1), ('BKNG', 31.760000228881836, 0), ('CCI', 9.630000114440918, 0), ('CMI', 11.762499809265137, 0), ('CMI', 11.762499809265137, 0), ('COF', 47.25, -1), ('COF', 47.25, -1), ('CTXS', 14.373308181762695, 0), ('GILD', 8.068750381469727, 0), ('GLW', 8.180000305175781, 0), ('GLW', 8.180000305175781, 0), ('HUM', 17.459999084472656, 0), ('HUM', 17.459999084472656, 0), ('KMX', 17.450000762939453, 0), ('NVDA', 1.6433329582214355, 0), ('NVR', 410.6000061035156, 0), ('NVR', 410.6000061035156, 0), ('PWR', 7.010000228881836, 0), ('RCL', 28.75, 0), ('SBAC', 3.8499999046325684, 0), ('TRMB', 4.466667175292969, 0), ('VRSN', 12.9399995803833, 0), ('WMB', 5.323256015777588, 0)]"
2003-08-04,"[('ABMD', 5.079999923706055, 0), ('ABMD', 5.079999923706055, 0), ('ABMD', 5.079999923706055, 0), ('AES', 6.039999961853027, 0), ('AKAM', 3.700000047683716, 0), ('ALGN', 11.130000114440918, 0), ('AMT', 9.329999923706055, 0), ('BKNG', 31.110000610351562, 0), ('CCI', 9.890000343322754, 0), ('CMI', 11.782500267028809, 0), ('CMI', 11.782500267028809, 0), ('CTXS', 13.481446266174316, 0), ('GILD', 7.78125, 0), ('GLW', 7.369999885559082, 0), ('GLW', 7.369999885559082, 0), ('HUM', 16.06999969482422, 0), ('HUM', 16.06999969482422, 0), ('HUM', 16.06999969482422, 0), ('KMX', 16.895000457763672, 0), ('NVDA', 1.2916669845581055, -1), ('NVR', 422.0, 0), ('NVR', 422.0, 0), ('PWR', 4.949999809265137, 0), ('RCL', 27.979999542236328, 0), ('RCL', 27.979999542236328, 0), ('SBAC', 3.8299999237060547, 0), ('TRMB', 4.196667194366455, 0), ('VRSN', 12.489999771118164, 0), ('WMB', 6.195519924163818, 0)]"
2003-08-11,"[('ABMD', 5.230000019073486, 0), ('ABMD', 5.230000019073486, 0), ('ABMD', 5.230000019073486, 0), ('AES', 6.260000228881836, 0), ('AKAM', 3.990000009536743, 0), ('ALGN', 11.180000305175781, 0), ('AMT', 9.979999542236328, 0), ('BKNG', 34.650001525878906, 0), ('CCI', 10.09000015258789, 0), ('CMI', 12.220000267028809, 0), ('CMI', 12.220000267028809, 0), ('CTXS', 14.237936019897461, 0), ('GILD', 7.789999961853027, 0), ('GLW', 7.989999771118164, 0), ('GLW', 7.989999771118164, 0), ('HUM', 16.65999984741211, 0), ('HUM', 16.65999984741211, 0), ('KMX', 17.704999923706055, 0), ('NVR', 421.0, 0), ('NVR', 421.0, 0), ('PWR', 6.900000095367432, 0), ('RCL', 30.020000457763672, 0), ('RCL', 30.020000457763672, 0), ('SBAC', 3.190000057220459, 0), ('TRMB', 4.2916669845581055, 0), ('VRSN', 13.5, 0), ('WMB', 6.594967842102051, 0)]"
2003-08-18,"[('ABMD', 5.110000133514404, 0), ('ABMD', 5.110000133514404, 0), ('ABMD', 5.110000133514404, 0), ('AES', 6.53000020980835, 0), ('AKAM', 4.010000228881836, 0), ('ALGN', 11.229999542236328, 0), ('AMD', 9.90999984741211, 0), ('AMT', 10.899999618530273, 0), ('BKNG', 36.220001220703125, 0), ('CCI', 10.399999618530273, 0), ('CMI', 12.317500114440918, 0), ('CMI', 12.317500114440918, 0), ('CTXS', 14.946647644042969, 0), ('EQIX', 17.18000030517578, 0), ('GILD', 8.020000457763672, 0), ('GLW', 8.210000038146973, 0), ('GLW', 8.210000038146973, 0), ('HUM', 17.239999771118164, 0), ('HUM', 17.239999771118164, 0), ('KMX', 18.104999542236328, 0), ('LRCX', 24.579999923706055, 0), ('NTAP', 21.809999465942383, 0), ('NVR', 438.5, 0), ('NVR', 438.5, 0), ('PWR', 8.319999694824219, 0), ('RCL', 29.899999618530273, 0), ('RCL', 29.899999618530273, 0), ('SBAC', 3.200000047683716, 0), ('TRMB', 4.591667175292969, 0), ('VRSN', 14.220000267028809, 0), ('WMB', 6.937352180480957, 0)]"
2003-08-25,"[('ABMD', 5.289999961853027, 0), ('ABMD', 5.289999961853027, 0), ('AES', 6.480000019073486, 0), ('AKAM', 4.159999847412109, 0), ('ALGN', 11.069999694824219, 0), ('AMD', 11.289999961853027, 0), ('AMT', 11.380000114440918, 0), ('BKNG', 39.4900016784668, 0), ('CCI', 10.75, 0), ('CMI', 12.460000038146973, 0), ('CMI', 12.460000038146973, 0), ('CTXS', 16.491479873657227, 0), ('EQIX', 18.540000915527344, 0), ('GILD', 8.335000038146973, 0), ('GLW', 8.25, 0), ('GLW', 8.25, 0), ('HUM', 17.59000015258789, 0), ('HUM', 17.59000015258789, 0), ('KMX', 19.274999618530273, 0), ('LRCX', 25.610000610351562, 0), ('NTAP', 22.360000610351562, 0), ('NVR', 433.5, 0), ('NVR', 433.5, 0), ('PWR', 9.510000228881836, 0), ('RCL', 31.149999618530273, 0), ('RCL', 31.149999618530273, 0), ('SBAC', 3.3499999046325684, 0), ('TRMB', 4.456666946411133, 0), ('VRSN', 14.979999542236328, 0), ('WMB', 7.442776203155518, 0)]"
2003-09-01,"[('ABMD', 6.199999809265137, 0), ('ABMD', 6.199999809265137, 0), ('AES', 7.099999904632568, 0), ('AKAM', 4.650000095367432, 0), ('ALGN', 13.489999771118164, 0), ('AMD', 12.100000381469727, 0), ('AMT', 11.270000457763672, 0), ('BKNG', 37.54999923706055, 0), ('CCI', 10.899999618530273, 0), ('CMI', 11.962499618530273, 0), ('CMI', 11.962499618530273, 0), ('CTSH', 4.846250057220459, 0), ('CTXS', 16.78611183166504, 0), ('EQIX', 19.709999084472656, 0), ('GILD', 8.357500076293945, 0), ('GLW', 8.760000228881836, 0), ('GLW', 8.760000228881836, 0), ('HUM', 17.889999389648438, 0), ('HUM', 17.889999389648438, 0), ('KMX', 17.725000381469727, 0), ('LRCX', 26.0, 0), ('NTAP', 23.309999465942383, 0), ('NVR', 456.5, 0), ('NVR', 456.5, 0), ('PWR', 9.180000305175781, 0), ('RCL', 31.15999984741211, 0), ('RCL', 31.15999984741211, 0), ('SBAC', 3.2799999713897705, 0), ('TRMB', 4.670000076293945, 0), ('VRSN', 15.369999885559082, 0), ('WMB', 7.287888050079346, 0)]"
2003-09-08,"[('ABMD', 6.75, 0), ('ABMD', 6.75, 0), ('AES', 7.230000019073486, 0), ('AKAM', 4.650000095367432, 0), ('ALGN', 13.6899995803833, 0), ('AMD', 12.15999984741211, 0), ('AMT', 10.75, 0), ('BKNG', 36.56999969482422, 0), ('CCI', 10.270000457763672, 0), ('CMI', 11.977499961853027, 0), ('CMI', 11.977499961853027, 0), ('CTSH', 4.632500171661377, 0), ('CTXS', 16.491479873657227, 0), ('EQIX', 19.25, 0), ('GILD', 8.393750190734863, 0), ('GLW', 8.59000015258789, 0), ('GLW', 8.59000015258789, 0), ('HUM', 17.950000762939453, 0), ('HUM', 17.950000762939453, 0), ('KMX', 17.28499984741211, 0), ('LRCX', 25.18000030517578, 0), ('NTAP', 22.170000076293945, 0), ('NVR', 449.5, 0), ('NVR', 449.5, 0), ('PWR', 9.0, 0), ('RCL', 30.350000381469727, 0), ('RCL', 30.350000381469727, 0), ('REGN', 20.729999542236328, 0), ('SBAC', 3.4000000953674316, 0), ('TRMB', 4.37833309173584, 0), ('TSCO', 8.84749984741211, 0), ('VRSN', 15.069999694824219, 0), ('WMB', 7.173759937286377, 0)]"
2003-09-15,"[('ABMD', 6.989999771118164, 0), ('ABMD', 6.989999771118164, 0), ('AES', 7.480000019073486, 0), ('AKAM', 5.119999885559082, 0), ('ALGN', 13.9399995803833, 0), ('AMD', 12.680000305175781, 0), ('AMT', 10.430000305175781, 0), ('BKNG', 37.65999984741211, 0), ('CCI', 9.989999771118164, 0), ('CMI', 11.954999923706055, 0), ('CMI', 11.954999923706055, 0), ('CTSH', 5.051249980926514, 0), ('CTXS', 18.65743064880371, 0), ('EQIX', 22.0, 0), ('GILD', 7.494999885559082, 0), ('GILD', 7.494999885559082, 0), ('GLW', 10.0, 0), ('GLW', 10.0, 0), ('HUM', 17.889999389648438, 0), ('HUM', 17.889999389648438, 0), ('KMX', 17.96500015258789, 0), ('LRCX', 24.979999542236328, 0), ('NTAP', 22.770000457763672, 0), ('NVR', 465.0, 0), ('NVR', 465.0, 0), ('PWR', 9.779999732971191, 0), ('RCL', 32.290000915527344, 0), ('RCL', 32.290000915527344, 0), ('REGN', 20.389999389648438, 0), ('SBAC', 3.25, 0), ('TRMB', 4.436666965484619, 0), ('TSCO', 9.1899995803833, 0), ('TYL', 7.239999771118164, 0), ('VRSN', 15.329999923706055, 0), ('WMB', 7.565055847167969, 0)]"
2003-09-22,"[('ABMD', 8.34000015258789, 0), ('ABMD', 8.34000015258789, 0), ('AES', 7.5, 0), ('AKAM', 4.599999904632568, 0), ('ALGN', 12.930000305175781, 0), ('AMD', 10.869999885559082, 0), ('AMT', 9.850000381469727, 0), ('BKNG', 28.030000686645508, 0), ('CCI', 9.350000381469727, 0), ('CMI', 11.3725004196167, 0), ('CMI', 11.3725004196167, 0), ('CTSH', 4.523749828338623, -1), ('CTXS', 16.929447174072266, 0), ('EQIX', 18.950000762939453, 0), ('GILD', 6.927499771118164, -1), ('GILD', 6.927499771118164, -1), ('GLW', 9.010000228881836, 0), ('GLW', 9.010000228881836, 0), ('HUM', 17.389999389648438, 0), ('HUM', 17.389999389648438, 0), ('KMX', 16.450000762939453, -1), ('LRCX', 22.809999465942383, 0), ('LRCX', 22.809999465942383, 0), ('NTAP', 19.719999313354492, 0), ('NVR', 460.0, 0), ('NVR', 460.0, 0), ('PWR', 7.949999809265137, 0), ('RCL', 28.530000686645508, 0), ('RCL', 28.530000686645508, 0), ('REGN', 17.6200008392334, 0), ('REGN', 17.6200008392334, 0), ('SBAC', 3.1500000953674316, 0), ('TRMB', 3.799999952316284, 0), ('TSCO', 8.7475004196167, 0), ('TSCO', 8.7475004196167, 0), ('TYL', 7.0, 0), ('VRSN', 12.880000114440918, 0), ('WMB', 7.21451997756958, 0)]"
2003-09-29,"[('ABMD', 8.59000015258789, 0), ('ABMD', 8.59000015258789, 0), ('AES', 7.940000057220459, 0), ('AKAM', 4.630000114440918, 0), ('ALGN', 13.630000114440918, 0), ('AMD', 11.890000343322754, 0), ('AMT', 10.479999542236328, 0), ('BKNG', 31.190000534057617, 0), ('CCI', 10.6899995803833, 0), ('CMI', 12.057499885559082, 0), ('CMI', 12.057499885559082, 0), ('CTXS', 19.09539794921875, 0), ('EQIX', 19.450000762939453, 0), ('GLW', 9.800000190734863, 0), ('GLW', 9.800000190734863, 0), ('HUM', 18.829999923706055, 0), ('HUM', 18.829999923706055, 0), ('LRCX', 24.3799991607666, 0), ('LRCX', 24.3799991607666, 0), ('NTAP', 22.8700008392334, 0), ('NVR', 489.0, 0), ('NVR', 489.0, 0), ('PWR', 8.699999809265137, 0), ('RCL', 29.510000228881836, 0), ('RCL', 29.510000228881836, 0), ('REGN', 17.920000076293945, 0), ('REGN', 17.920000076293945, 0), ('SBAC', 3.5, 0), ('TRMB', 4.043333053588867, 0), ('TSCO', 8.657500267028809, -1), ('TSCO', 8.657500267028809, -1), ('TYL', 7.5, 0), ('VRSN', 13.979999542236328, 0), ('WMB', 8.037872314453125, 0)]"
2003-10-06,"[('ABMD', 8.619999885559082, 0), ('ABMD', 8.619999885559082, 0), ('AES', 7.829999923706055, 0), ('AKAM', 5.070000171661377, 0), ('ALGN', 15.600000381469727, 0), ('AMD', 13.239999771118164, 0), ('AMT', 11.149999618530273, 0), ('AMZN', 58.060001373291016, 0), ('BKNG', 32.04999923706055, 0), ('CCI', 11.100000381469727, 0), ('CMI', 12.699999809265137, 0), ('CMI', 12.699999809265137, 0), ('CTSH', 5.49875020980835, 0), ('CTXS', 19.53336524963379, 0), ('EQIX', 19.860000610351562, 0), ('GLW', 10.949999809265137, 0), ('GLW', 10.949999809265137, 0), ('HUM', 19.420000076293945, 0), ('HUM', 19.420000076293945, 0), ('LRCX', 26.239999771118164, 0), ('LRCX', 26.239999771118164, 0), ('NTAP', 25.149999618530273, 0), ('NVR', 529.5, 0), ('NVR', 529.5, 0), ('PWR', 7.360000133514404, 0), ('RCL', 31.1200008392334, 0), ('RCL', 31.1200008392334, 0), ('REGN', 14.039999961853027, -1), ('REGN', 14.039999961853027, -1), ('SBAC', 3.5199999809265137, 0), ('TRMB', 4.046667098999023, 0), ('TYL', 7.739999771118164, 0), ('VRSN', 14.729999542236328, 0), ('WMB', 8.396559715270996, 0)]"
2003-10-13,"[('ABMD', 8.890000343322754, 0), ('ABMD', 8.890000343322754, 0), ('AES', 8.029999732971191, 0), ('AKAM', 5.449999809265137, 0), ('ALGN', 15.210000038146973, 0), ('AMD', 13.989999771118164, 0), ('AMT', 11.039999961853027, 0), ('AMZN', 59.689998626708984, 0), ('BKNG', 30.450000762939453, 0), ('CCI', 11.210000038146973, 0), ('CMI', 12.600000381469727, 0), ('CMI', 12.600000381469727, 0), ('CTSH', 5.278749942779541, 0), ('CTXS', 20.512821197509766, 0), ('EQIX', 18.5, 0), ('GLW', 11.0, 0), ('GLW', 11.0, 0), ('HUM', 19.360000610351562, 0), ('HUM', 19.360000610351562, 0), ('LRCX', 26.149999618530273, 0), ('LRCX', 26.149999618530273, 0), ('NTAP', 25.0, 0), ('NVR', 500.0, 0), ('NVR', 500.0, 0), ('PWR', 7.340000152587891, 0), ('RCL', 31.09000015258789, 0), ('RCL', 31.09000015258789, 0), ('SBAC', 4.190000057220459, 0), ('TRMB', 3.7083330154418945, 0), ('TRMB', 3.7083330154418945, 0), ('TYL', 7.199999809265137, 0), ('VRSN', 15.170000076293945, 0), ('WMB', 8.09493637084961, 0)]"
2003-10-20,"[('ABMD', 9.050000190734863, 0), ('ABMD', 9.050000190734863, 0), ('AES', 8.140000343322754, 0), ('AKAM', 5.760000228881836, 0), ('ALGN', 14.619999885559082, 0), ('AMD', 13.59000015258789, 0), ('AMT', 10.619999885559082, 0), ('AMZN', 54.5099983215332, 0), ('AMZN', 54.5099983215332, 0), ('BKNG', 27.530000686645508, 0), ('CCI', 11.149999618530273, 0), ('CMI', 12.047499656677246, 0), ('CMI', 12.047499656677246, 0), ('CTSH', 5.175000190734863, 0), ('CTSH', 5.175000190734863, 0), ('CTXS', 19.270584106445312, 0), ('EQIX', 20.0, 0), ('GLW', 10.390000343322754, 0), ('GLW', 10.390000343322754, 0), ('HUM', 19.760000228881836, 0), ('HUM', 19.760000228881836, 0), ('LRCX', 25.15999984741211, 0), ('LRCX', 25.15999984741211, 0), ('NTAP', 24.40999984741211, 0), ('NVR', 479.239990234375, 0), ('NVR', 479.239990234375, 0), ('PWR', 7.559999942779541, 0), ('RCL', 30.360000610351562, 0), ('RCL', 30.360000610351562, 0), ('SBAC', 3.7799999713897705, 0), ('TRMB', 3.6333329677581787, 0), ('TRMB', 3.6333329677581787, 0), ('TRMB', 3.6333329677581787, 0), ('TYL', 7.349999904632568, 0), ('VRSN', 14.430000305175781, 0), ('WMB', 8.119392395019531, 0)]"
2003-10-27,"[('ABMD', 8.899999618530273, 0), ('ABMD', 8.899999618530273, 0), ('AES', 8.75, 0), ('AKAM', 7.900000095367432, 0), ('ALGN', 15.40999984741211, 0), ('AMD', 15.199999809265137, 0), ('AMT', 11.600000381469727, 0), ('AMZN', 54.43000030517578, 0), ('AMZN', 54.43000030517578, 0), ('AMZN', 54.43000030517578, 0), ('BKNG', 28.18000030517578, 0), ('CCI', 12.65999984741211, 0), ('CMI', 11.850000381469727, 0), ('CMI', 11.850000381469727, 0), ('CTSH', 5.673749923706055, 0), ('CTSH', 5.673749923706055, 0), ('CTXS', 20.042999267578125, 0), ('EQIX', 18.200000762939453, 0), ('GLW', 10.979999542236328, 0), ('GLW', 10.979999542236328, 0), ('HUM', 20.290000915527344, 0), ('HUM', 20.290000915527344, 0), ('LRCX', 28.75, 0), ('LRCX', 28.75, 0), ('NTAP', 24.690000534057617, 0), ('NVR', 489.3999938964844, 0), ('NVR', 489.3999938964844, 0), ('PWR', 8.180000305175781, 0), ('RCL', 29.709999084472656, 0), ('RCL', 29.709999084472656, 0), ('SBAC', 4.070000171661377, 0), ('TRMB', 4.599999904632568, 0), ('TRMB', 4.599999904632568, 0), ('TYL', 7.920000076293945, 0), ('VRSN', 15.899999618530273, 0), ('WMB', 8.31503963470459, 0)]"
2003-11-03,"[('ABMD', 8.300000190734863, 0), ('ABMD', 8.300000190734863, 0), ('AES', 9.039999961853027, 0), ('AKAM', 10.300000190734863, 0), ('ALGN', 17.8700008392334, 0), ('AMD', 17.010000228881836, 0), ('AMT', 11.5600004196167, 0), ('AMZN', 54.310001373291016, 0), ('AMZN', 54.310001373291016, 0), ('AMZN', 54.310001373291016, 0), ('BKNG', 20.780000686645508, 0), ('CCI', 12.890000343322754, 0), ('CMI', 11.454999923706055, 0), ('CMI', 11.454999923706055, 0), ('CTSH', 5.893750190734863, 0), ('CTSH', 5.893750190734863, 0), ('CTXS', 20.767637252807617, 0), ('EQIX', 19.0, 0), ('FCX', 20.5, 0), ('GLW', 12.0, 0), ('GLW', 12.0, 0), ('HUM', 19.950000762939453, 0), ('HUM', 19.950000762939453, 0), ('LRCX', 30.760000228881836, 0), ('LRCX', 30.760000228881836, 0), ('NTAP', 24.68000030517578, 0), ('NVR', 466.5, 0), ('NVR', 466.5, 0), ('PWR', 8.229999542236328, 0), ('RCL', 29.979999542236328, 0), ('RCL', 29.979999542236328, 0), ('SBAC', 3.9700000286102295, 0), ('TRMB', 4.9166669845581055, 0), ('TRMB', 4.9166669845581055, 0), ('TYL', 8.050000190734863, 0), ('VRSN', 17.06999969482422, 0), ('WMB', 7.507991790771484, 0)]"
2003-11-10,"[('ABMD', 7.5, 0), ('ABMD', 7.5, 0), ('AES', 8.920000076293945, 0), ('AKAM', 10.970000267028809, 0), ('ALGN', 16.8799991607666, 0), ('AMD', 17.860000610351562, 0), ('AMT', 10.649999618530273, 0), ('AMZN', 52.45000076293945, -1), ('AMZN', 52.45000076293945, -1), ('BKNG', 17.899999618530273, 0), ('CCI', 11.890000343322754, 0), ('CMI', 11.282500267028809, 0), ('CMI', 11.282500267028809, 0), ('CTSH', 5.723750114440918, 0), ('CTSH', 5.723750114440918, 0), ('CTXS', 20.066890716552734, 0), ('EQIX', 20.149999618530273, 0), ('FCX', 19.7450008392334, 0), ('FCX', 19.7450008392334, 0), ('GLW', 11.59000015258789, 0), ('GLW', 11.59000015258789, 0), ('HUM', 20.670000076293945, 0), ('HUM', 20.670000076293945, 0), ('LRCX', 29.75, 0), ('LRCX', 29.75, 0), ('MNST', 0.18333299458026886, 0), ('NTAP', 25.079999923706055, 0), ('NVR', 472.5, 0), ('NVR', 472.5, 0), ('PWR', 7.590000152587891, 0), ('RCL', 28.90999984741211, 0), ('RCL', 28.90999984741211, 0), ('SBAC', 3.4700000286102295, 0), ('TRMB', 4.641666889190674, 0), ('TRMB', 4.641666889190674, 0), ('TYL', 7.949999809265137, 0), ('VRSN', 16.139999389648438, 0), ('WMB', 7.4020161628723145, 0)]"
2003-11-17,"[('ABMD', 7.599999904632568, 0), ('ABMD', 7.599999904632568, 0), ('AES', 8.149999618530273, 0), ('AKAM', 11.369999885559082, 0), ('ALGN', 16.139999389648438, 0), ('AMD', 16.799999237060547, 0), ('AMT', 10.619999885559082, 0), ('BKNG', 18.260000228881836, 0), ('CCI', 11.899999618530273, 0), ('CMI', 10.949999809265137, 0), ('CMI', 10.949999809265137, 0), ('CTSH', 5.477499961853027, 0), ('CTSH', 5.477499961853027, 0), ('CTXS', 17.972606658935547, 0), ('EQIX', 22.350000381469727, 0), ('FCX', 20.31999969482422, 0), ('FCX', 20.31999969482422, 0), ('FCX', 20.31999969482422, 0), ('GLW', 10.859999656677246, 0), ('GLW', 10.859999656677246, 0), ('HUM', 20.600000381469727, 0), ('HUM', 20.600000381469727, 0), ('LRCX', 29.489999771118164, 0), ('LRCX', 29.489999771118164, 0), ('MNST', 0.18666699528694153, 0), ('NTAP', 21.739999771118164, 0), ('NVR', 475.25, 0), ('NVR', 475.25, 0), ('PWR', 7.510000228881836, 0), ('RCL', 28.600000381469727, 0), ('RCL', 28.600000381469727, 0), ('SBAC', 3.369999885559082, 0), ('TRMB', 4.823332786560059, 0), ('TRMB', 4.823332786560059, 0), ('TYL', 7.880000114440918, 0), ('VRSN', 15.40999984741211, 0), ('WMB', 7.410168170928955, 0)]"
2003-11-24,"[('ABMD', 7.360000133514404, 0), ('ABMD', 7.360000133514404, 0), ('AES', 8.869999885559082, 0), ('AKAM', 13.399999618530273, 0), ('ALGN', 17.940000534057617, 0), ('AMD', 17.969999313354492, 0), ('AMT', 11.380000114440918, 0), ('BKNG', 19.049999237060547, 0), ('CCI', 12.40999984741211, 0), ('CMI', 11.612500190734863, 0), ('CMI', 11.612500190734863, 0), ('CTSH', 5.733749866485596, 0), ('CTSH', 5.733749866485596, 0), ('CTXS', 19.159101486206055, 0), ('EQIX', 26.709999084472656, 0), ('FCX', 21.764999389648438, 0), ('FCX', 21.764999389648438, 0), ('GLW', 11.470000267028809, 0), ('GLW', 11.470000267028809, 0), ('HUM', 22.329999923706055, 0), ('HUM', 22.329999923706055, 0), ('LRCX', 31.959999084472656, 0), ('LRCX', 31.959999084472656, 0), ('MNST', 0.18562500178813934, 0), ('NTAP', 23.1200008392334, 0), ('NVR', 491.0, 0), ('NVR', 491.0, 0), ('PWR', 7.650000095367432, 0), ('RCL', 30.270000457763672, 0), ('RCL', 30.270000457763672, 0), ('SBAC', 3.450000047683716, 0), ('TRMB', 5.054999828338623, 0), ('TRMB', 5.054999828338623, 0), ('TYL', 8.399999618530273, 0), ('VRSN', 16.209999084472656, 0), ('WMB', 7.646575927734375, 0)]"
2003-12-01,"[('ABMD', 8.100000381469727, 0), ('ABMD', 8.100000381469727, 0), ('AES', 8.130000114440918, 0), ('AKAM', 11.5, 0), ('ALGN', 16.68000030517578, 0), ('AMD', 16.06999969482422, 0), ('AMT', 10.930000305175781, 0), ('BKNG', 17.68000030517578, 0), ('CCI', 12.600000381469727, 0), ('CMI', 11.432499885559082, 0), ('CMI', 11.432499885559082, 0), ('CTSH', 5.78249979019165, 0), ('CTSH', 5.78249979019165, 0), ('CTXS', 17.606306076049805, 0), ('EQIX', 24.850000381469727, 0), ('FCX', 22.6299991607666, 0), ('FCX', 22.6299991607666, 0), ('GLW', 10.529999732971191, 0), ('GLW', 10.529999732971191, 0), ('HUM', 22.309999465942383, 0), ('HUM', 22.309999465942383, 0), ('LRCX', 31.459999084472656, 0), ('LRCX', 31.459999084472656, 0), ('MNST', 0.18104200065135956, 0), ('NTAP', 21.719999313354492, 0), ('NVR', 481.0, 0), ('NVR', 481.0, 0), ('PWR', 7.610000133514404, 0), ('RCL', 29.81999969482422, 0), ('RCL', 29.81999969482422, 0), ('SBAC', 3.1700000762939453, 0), ('TRMB', 5.025000095367432, 0), ('TRMB', 5.025000095367432, 0), ('TYL', 8.130000114440918, 0), ('VRSN', 15.859999656677246, 0), ('WMB', 7.923744201660156, 0)]"
